,latitude,longitude,power,datetime
21447301,-22.4723,147.6684,100.5,2020-11-23 02:48:51
21448452,-17.8,142.2834,108.4,2020-11-20 04:36:49
21448474,-17.7957,142.2552,255.4,2020-11-20 04:36:49
21448864,-17.1376,141.3545,127.0,2020-11-20 04:36:49
21450031,-12.821,131.311,136.8,2020-11-20 04:41:30
21450745,-33.875,116.204,191.1,2021-01-08 05:04:07
21450746,-33.8753,116.1976,191.1,2021-01-08 05:04:07
21450755,-25.284,153.1029,238.6,2020-11-23 03:38:38
21450758,-25.2805,153.1022,238.6,2020-11-23 03:38:38
21450762,-25.2778,153.0973,319.2,2020-11-23 03:38:38
21450763,-25.2792,153.089,321.8,2020-11-23 03:38:38
21450764,-25.2799,153.0848,321.8,2020-11-23 03:38:38
21450765,-25.2771,153.1015,109.0,2020-11-23 03:38:38
21450766,-25.2679,153.1344,253.9,2020-11-23 03:38:38
21450767,-25.275,153.0925,319.2,2020-11-23 03:38:38
21450768,-25.2757,153.0883,321.8,2020-11-23 03:38:38
21450769,-25.2764,153.0841,321.8,2020-11-23 03:38:38
21450770,-25.2736,153.1009,109.0,2020-11-23 03:38:38
21450772,-25.2743,153.0966,319.2,2020-11-23 03:38:38
21450773,-25.2644,153.1337,251.5,2020-11-23 03:38:38
21450774,-25.2722,153.0876,474.3,2020-11-23 03:38:38
21450775,-25.273,153.0834,474.3,2020-11-23 03:38:38
21450776,-25.2637,153.1379,251.5,2020-11-23 03:38:38
21450777,-25.2708,153.096,113.6,2020-11-23 03:38:38
21450778,-25.2715,153.0918,113.6,2020-11-23 03:38:38
21450779,-25.261,153.133,251.5,2020-11-23 03:38:38
21450780,-25.2688,153.0869,474.3,2020-11-23 03:38:38
21450781,-25.2695,153.0827,474.3,2020-11-23 03:38:38
21450782,-25.2674,153.0953,113.6,2020-11-23 03:38:38
21450783,-25.2589,153.1239,183.1,2020-11-23 03:38:38
21450787,-25.2582,153.1281,183.1,2020-11-23 03:38:38
21450792,-25.2554,153.1232,183.1,2020-11-23 03:38:38
21450794,-25.2547,153.1274,183.1,2020-11-23 03:38:38
21450824,-25.2233,153.0172,231.1,2020-11-23 03:38:38
21450827,-25.2199,153.0164,252.7,2020-11-23 03:38:38
21450837,-25.2164,153.0157,252.7,2020-11-23 03:38:38
21450838,-25.2171,153.0116,252.7,2020-11-23 03:38:38
21450839,-25.2182,153.0168,123.2,2020-11-23 03:38:38
21450840,-25.2189,153.0127,123.2,2020-11-23 03:38:38
21450845,-25.2148,153.0161,123.2,2020-11-23 03:38:38
21450846,-25.2155,153.0119,123.2,2020-11-23 03:38:38
21450859,-25.1591,153.0916,127.7,2020-11-23 03:38:38
21450862,-25.1424,153.1055,136.1,2020-11-23 03:38:38
21450883,-24.7856,153.2375,139.7,2020-11-23 03:38:38
21450916,-3.9393,142.8981,338.6,2020-11-20 04:41:04
21450918,-3.9351,142.8997,193.1,2020-11-20 04:41:04
21450919,-3.9367,142.8897,187.7,2020-11-20 04:41:04
21450954,-28.2732,130.134,155.6,2020-11-20 04:33:57
21450977,-25.0978,147.8378,145.2,2020-11-20 04:33:57
21450981,-25.0974,147.8382,130.1,2020-11-20 04:33:57
21450984,-25.0417,147.8684,109.7,2020-11-20 04:33:57
21451002,-21.274,145.3074,164.8,2020-11-20 04:35:23
21451141,-21.3295,140.6006,147.4,2020-11-20 04:35:23
21451210,-17.8955,142.3637,101.4,2020-11-20 04:36:49
21451244,-17.7976,142.2583,247.2,2020-11-20 04:36:49
21451247,-17.8059,142.2164,245.9,2020-11-20 04:36:49
21451260,-17.6432,142.338,117.4,2020-11-20 04:36:49
21451261,-17.6426,142.341,127.1,2020-11-20 04:36:49
21451271,-17.2641,144.1428,138.9,2020-11-20 04:36:49
21451282,-17.5791,142.1627,169.9,2020-11-20 04:36:49
21451286,-17.5775,142.1648,125.0,2020-11-20 04:36:49
21451319,-17.1403,141.3526,118.9,2020-11-20 04:36:49
21451903,-17.528,142.115,168.7,2020-11-22 00:15:33
21451904,-17.533,142.146,165.9,2020-11-22 00:15:33
21451906,-17.529,142.139,142.6,2020-11-22 00:15:34
21451914,-17.807,141.902,110.1,2020-11-22 00:15:39
21451927,-19.362,146.613,131.0,2020-11-22 00:15:50
21451941,-21.24,145.469,132.1,2020-11-22 00:16:23
21451942,-21.242,145.484,201.0,2020-11-22 00:16:23
21451943,-21.245,145.499,100.3,2020-11-22 00:16:23
21451945,-21.251,145.467,732.3,2020-11-22 00:16:23
21451946,-21.253,145.482,238.5,2020-11-22 00:16:23
21451998,-25.872,151.057,126.1,2020-11-22 00:17:24
21452000,-26.058,151.55,120.2,2020-11-22 00:17:26
21452036,-27.522,142.052,143.4,2020-11-22 00:18:14
21452037,-27.526,142.072,140.6,2020-11-22 00:18:14
21452188,-25.3638,150.5693,145.1,2020-11-23 03:38:38
21452190,-25.3605,150.5687,145.1,2020-11-23 03:38:38
21452207,-24.751,153.201,115.2,2020-11-22 00:12:38
21452221,-25.1829,149.7624,128.8,2020-11-23 03:38:38
21452222,-25.1834,149.7586,128.8,2020-11-23 03:38:38
21452235,-25.231,153.071,132.8,2020-11-22 00:12:38
21452236,-25.231,153.081,132.9,2020-11-22 00:12:38
21452237,-25.241,153.081,133.4,2020-11-22 00:12:38
21452260,-25.3004,148.6276,114.6,2020-11-23 03:38:38
21452263,-25.297,148.6271,114.6,2020-11-23 03:38:38
21452264,-25.2975,148.623,114.6,2020-11-23 03:38:38
21452432,-21.241,145.481,106.7,2020-11-22 00:12:38
21452433,-21.241,145.491,106.6,2020-11-22 00:12:38
21452437,-21.251,145.461,362.9,2020-11-22 00:12:38
21452438,-21.251,145.471,362.8,2020-11-22 00:12:38
21452439,-21.251,145.481,126.1,2020-11-22 00:12:38
21452440,-21.251,145.491,126.0,2020-11-22 00:12:38
21452483,-25.871,151.061,116.8,2020-11-22 00:12:38
21452487,-26.061,151.551,104.0,2020-11-22 00:12:38
21452550,-25.288,146.8727,246.4,2020-11-23 03:38:38
21452551,-25.2844,146.8722,246.4,2020-11-23 03:38:38
21452753,-22.2131,149.4262,101.5,2020-11-23 03:38:38
21452757,-22.2097,149.4256,101.5,2020-11-23 03:38:38
21452800,-16.271,128.811,265.8,2020-11-22 01:46:33
21452814,-16.271,128.821,391.8,2020-11-22 01:46:33
21452815,-16.281,128.801,160.4,2020-11-22 01:46:33
21452816,-16.281,128.811,295.1,2020-11-22 01:46:33
21452817,-16.281,128.821,309.7,2020-11-22 01:46:33
21452883,-21.2458,145.3193,106.9,2020-11-23 03:40:02
21452884,-21.2464,145.3144,288.5,2020-11-23 03:40:02
21452885,-21.2451,145.3242,106.9,2020-11-23 03:40:02
21453543,-29.715,123.835,278.5,2020-11-20 06:28:02
21453544,-29.697,123.83,290.8,2020-11-20 06:28:03
21453545,-29.709,123.783,342.1,2020-11-20 06:28:03
21453546,-29.716,123.828,408.8,2020-11-20 06:28:03
21453547,-29.698,123.822,398.7,2020-11-20 06:28:03
21453548,-29.71,123.775,229.1,2020-11-20 06:28:03
21453957,-20.105,143.788,184.3,2020-11-22 04:39:48
21453960,-19.508,144.661,109.0,2020-11-22 04:39:55
21453975,-17.847,143.164,101.0,2020-11-22 04:40:27
21453976,-17.816,143.114,148.3,2020-11-22 04:40:27
21453978,-17.803,143.112,184.5,2020-11-22 04:40:27
21453980,-17.807,143.107,132.4,2020-11-22 04:40:28
21453986,-17.844,142.213,100.8,2020-11-22 04:40:30
21453991,-17.835,142.192,166.9,2020-11-22 04:40:30
21453999,-17.848,141.908,286.8,2020-11-22 04:40:30
21454001,-17.842,141.872,239.1,2020-11-22 04:40:30
21454006,-17.836,141.836,155.3,2020-11-22 04:40:31
21454009,-17.843,141.902,100.6,2020-11-22 04:40:31
21454010,-17.834,141.882,138.3,2020-11-22 04:40:31
21454011,-17.837,141.866,255.9,2020-11-22 04:40:31
21454013,-17.843,141.832,132.6,2020-11-22 04:40:31
21454014,-17.831,141.83,101.5,2020-11-22 04:40:31
21454023,-17.556,142.213,150.1,2020-11-22 04:40:34
21454026,-17.529,142.152,119.5,2020-11-22 04:40:35
21454027,-17.532,142.134,219.9,2020-11-22 04:40:35
21454032,-17.52,142.132,296.6,2020-11-22 04:40:35
21454033,-17.523,142.114,266.1,2020-11-22 04:40:35
21454034,-17.527,142.097,474.5,2020-11-22 04:40:35
21454035,-17.53,142.079,163.8,2020-11-22 04:40:35
21454039,-17.514,142.094,487.3,2020-11-22 04:40:35
21454040,-17.518,142.077,163.2,2020-11-22 04:40:35
21454041,-17.549,141.903,126.4,2020-11-22 04:40:35
21454042,-17.552,141.886,201.8,2020-11-22 04:40:35
21454043,-17.525,142.144,193.8,2020-11-22 04:40:35
21454044,-17.528,142.126,290.1,2020-11-22 04:40:35
21454045,-17.531,142.109,103.1,2020-11-22 04:40:35
21454049,-17.519,142.106,424.4,2020-11-22 04:40:35
21454050,-17.522,142.089,770.0,2020-11-22 04:40:35
21454051,-17.554,141.897,179.9,2020-11-22 04:40:35
21454054,-17.546,141.878,186.1,2020-11-22 04:40:36
21454387,-27.333,147.252,108.2,2020-11-22 04:37:43
21454388,-27.331,147.246,129.4,2020-11-22 04:37:44
21454394,-25.296,146.864,155.4,2020-11-22 04:38:17
21454399,-25.021,147.706,119.9,2020-11-22 04:38:18
21454400,-25.006,147.702,170.9,2020-11-22 04:38:19
21454402,-25.012,147.699,135.5,2020-11-22 04:38:19
21454403,-24.997,147.695,157.9,2020-11-22 04:38:19
21454404,-21.243,145.477,243.2,2020-11-22 04:39:26
21454405,-21.248,145.451,207.8,2020-11-22 04:39:26
21454407,-21.242,145.472,247.1,2020-11-22 04:39:27
21454408,-21.247,145.446,120.7,2020-11-22 04:39:27
21454420,-20.105,143.788,184.3,2020-11-22 04:39:50
21454423,-19.508,144.661,109.0,2020-11-22 04:39:57
21454438,-17.847,143.164,101.0,2020-11-22 04:40:28
21454439,-17.816,143.114,148.3,2020-11-22 04:40:28
21454441,-17.803,143.112,184.5,2020-11-22 04:40:28
21454443,-17.807,143.107,132.3,2020-11-22 04:40:29
21454449,-17.844,142.213,100.8,2020-11-22 04:40:31
21454454,-17.835,142.192,166.9,2020-11-22 04:40:31
21454462,-17.848,141.908,286.8,2020-11-22 04:40:31
21454464,-17.842,141.872,239.1,2020-11-22 04:40:31
21454469,-17.836,141.836,155.3,2020-11-22 04:40:32
21454472,-17.843,141.902,100.6,2020-11-22 04:40:32
21454473,-17.834,141.882,138.3,2020-11-22 04:40:32
21454474,-17.837,141.866,255.9,2020-11-22 04:40:32
21454476,-17.843,141.832,132.6,2020-11-22 04:40:32
21454477,-17.831,141.83,101.5,2020-11-22 04:40:32
21454486,-17.556,142.213,150.1,2020-11-22 04:40:35
21454489,-17.529,142.152,119.5,2020-11-22 04:40:36
21454490,-17.532,142.134,219.9,2020-11-22 04:40:36
21454495,-17.52,142.132,296.6,2020-11-22 04:40:36
21454496,-17.523,142.114,266.1,2020-11-22 04:40:36
21454497,-17.527,142.097,474.5,2020-11-22 04:40:36
21454498,-17.53,142.079,163.8,2020-11-22 04:40:36
21454502,-17.514,142.094,487.3,2020-11-22 04:40:36
21454503,-17.518,142.077,163.2,2020-11-22 04:40:36
21454504,-17.549,141.903,126.4,2020-11-22 04:40:36
21454505,-17.552,141.886,201.8,2020-11-22 04:40:36
21454506,-17.525,142.144,193.8,2020-11-22 04:40:36
21454507,-17.528,142.126,290.1,2020-11-22 04:40:36
21454508,-17.531,142.109,103.1,2020-11-22 04:40:36
21454512,-17.519,142.106,424.4,2020-11-22 04:40:36
21454513,-17.522,142.089,770.0,2020-11-22 04:40:36
21454514,-17.554,141.897,179.9,2020-11-22 04:40:36
21454517,-17.546,141.878,186.1,2020-11-22 04:40:36
21454529,-16.834,135.998,313.3,2020-11-22 04:41:03
21454558,-12.564,132.824,267.3,2020-11-22 04:42:18
21454972,-17.4854,142.0676,136.6,2020-11-23 03:40:02
21455625,-34.385,115.588,138.9,2020-11-22 06:15:10
21455626,-34.387,115.577,760.1,2020-11-22 06:15:10
21455629,-34.379,115.581,117.8,2020-11-22 06:15:10
21455630,-34.38,115.57,248.9,2020-11-22 06:15:10
21455631,-34.382,115.559,232.1,2020-11-22 06:15:10
21455632,-34.383,115.548,116.1,2020-11-22 06:15:10
21455637,-34.21,116.353,117.5,2020-11-22 06:15:11
21456080,-14.1822,142.3816,140.1,2020-11-23 03:41:28
21456081,-14.1832,142.374,105.0,2020-11-23 03:41:28
21456083,-14.1791,142.3734,105.0,2020-11-23 03:41:28
21456319,-11.3271,142.1404,117.6,2020-11-23 03:42:53
21456757,-25.2819,153.1047,475.8,2020-11-23 03:38:38
21456759,-25.2693,153.1369,253.7,2020-11-23 03:38:38
21456761,-25.275,153.1033,215.6,2020-11-23 03:38:38
21456762,-25.2764,153.0949,955.2,2020-11-23 03:38:38
21456763,-25.2778,153.0866,1283.3,2020-11-23 03:38:38
21456765,-25.2623,153.1354,753.9,2020-11-23 03:38:38
21456766,-25.2638,153.127,184.0,2020-11-23 03:38:38
21457224,-15.732,135.3201,134.5,2020-11-23 03:41:28
21457300,-25.2694,153.0936,338.2,2020-11-23 03:38:38
21457304,-25.2709,153.0852,1894.5,2020-11-23 03:38:38
21457306,-25.2723,153.0768,230.9,2020-11-23 03:38:38
21457308,-25.2568,153.1256,731.4,2020-11-23 03:38:38
21457335,-25.1635,153.2034,103.2,2020-11-23 03:38:38
21457811,-25.1649,153.195,119.3,2020-11-23 03:38:38
21457831,-24.7878,153.2357,139.2,2020-11-23 03:38:38
21457836,-24.7682,153.2229,228.1,2020-11-23 03:38:38
21459732,-33.881,116.202,150.8,2021-01-08 05:32:14
21459802,-26.1212,150.2519,241.8,2020-11-23 03:37:12
21460329,-25.76,151.0697,118.4,2020-11-23 03:38:38
21460334,-25.695,151.097,178.0,2020-11-23 03:38:38
21460342,-25.5065,151.3456,155.0,2020-11-23 03:38:38
21460356,-25.5525,150.3384,145.3,2020-11-23 03:38:38
21460380,-25.3763,150.5657,140.5,2020-11-23 03:38:38
21460382,-25.3696,150.5645,121.6,2020-11-23 03:38:38
21460383,-25.3618,150.5709,287.6,2020-11-23 03:38:38
21460398,-25.1848,149.7608,255.0,2020-11-23 03:38:38
21460409,-25.2978,148.6335,186.6,2020-11-23 03:38:38
21460410,-25.299,148.6253,337.9,2020-11-23 03:38:38
21460412,-25.2921,148.6242,240.1,2020-11-23 03:38:38
21460427,-25.2859,146.8748,492.0,2020-11-23 03:38:38
21460428,-25.2871,146.8654,133.2,2020-11-23 03:38:38
21460483,-22.4693,147.6715,142.1,2020-11-23 03:38:38
21460485,-22.2111,149.4278,202.3,2020-11-23 03:38:38
21460486,-22.2122,149.4203,132.7,2020-11-23 03:38:38
21460718,-21.2435,145.3214,210.8,2020-11-23 03:40:02
21460719,-21.2448,145.3116,284.0,2020-11-23 03:40:02
21460833,-17.824,143.1214,232.7,2020-11-23 03:40:02
21460843,-17.8852,141.8072,134.4,2020-11-23 03:40:02
21460868,-17.7115,142.2135,147.4,2020-11-23 03:40:02
21460869,-17.7027,142.2123,142.0,2020-11-23 03:40:02
21461255,-17.6502,142.3566,121.6,2020-11-23 03:40:02
21461258,-17.6488,142.3578,100.5,2020-11-23 03:40:02
21461268,-17.5568,142.2396,119.0,2020-11-23 03:40:02
21461275,-17.294,144.2555,116.5,2020-11-23 03:40:02
21461293,-17.2618,144.3337,134.4,2020-11-23 03:40:02
21461295,-17.512,142.1639,102.0,2020-11-23 03:40:02
21461296,-17.5131,142.1551,134.6,2020-11-23 03:40:02
21461304,-17.4952,142.0803,153.8,2020-11-23 03:40:02
21461307,-17.4863,142.0791,103.0,2020-11-23 03:40:02
21461308,-17.4874,142.0701,129.8,2020-11-23 03:40:02
21461329,-16.7748,144.1036,168.1,2020-11-23 03:40:02
21461331,-16.7764,144.1064,102.5,2020-11-23 03:40:02
21461404,-15.5105,143.5417,206.0,2020-11-23 03:41:28
21461459,-14.1876,142.3881,175.8,2020-11-23 03:41:28
21461461,-14.1804,142.3794,139.2,2020-11-23 03:41:28
21461462,-14.1814,142.3718,209.6,2020-11-23 03:41:28
21461706,-11.3289,142.1425,116.5,2020-11-23 03:42:53
21461711,-11.3279,142.1425,126.5,2020-11-23 03:42:53
21461731,-17.2244,137.6013,103.0,2020-11-23 03:41:28
21461750,-15.7289,135.3168,134.3,2020-11-23 03:41:28
21461751,-15.7312,135.3228,173.7,2020-11-23 03:41:28
21462141,-33.881,116.202,150.8,2021-01-08 05:32:14
21463413,-33.8718,116.2006,382.5,2021-01-08 05:04:07
21471369,-34.385,115.588,138.9,2020-11-22 06:15:13
21471370,-34.387,115.577,760.1,2020-11-22 06:15:13
21471373,-34.379,115.581,117.8,2020-11-22 06:15:13
21471374,-34.38,115.57,248.9,2020-11-22 06:15:13
21471375,-34.382,115.559,232.1,2020-11-22 06:15:13
21471376,-34.383,115.548,116.1,2020-11-22 06:15:13
21471381,-34.21,116.353,117.5,2020-11-22 06:15:14
21471410,-28.174,124.571,131.3,2020-11-22 06:16:28
21471415,-27.71,123.436,133.6,2020-11-22 06:16:39
21471416,-27.688,123.463,670.4,2020-11-22 06:16:39
21471417,-27.695,123.432,2350.6,2020-11-22 06:16:39
21471420,-27.69,123.456,1374.8,2020-11-22 06:16:40
21471421,-27.696,123.424,1517.7,2020-11-22 06:16:40
21471431,-19.712,140.008,131.7,2020-11-22 14:04:57
21471540,-34.381,115.551,127.3,2020-11-22 06:09:36
21471541,-34.381,115.561,238.0,2020-11-22 06:09:36
21471542,-34.381,115.571,254.2,2020-11-22 06:09:36
21471543,-34.381,115.581,129.0,2020-11-22 06:09:36
21471546,-34.391,115.581,746.3,2020-11-22 06:09:36
21472179,-34.7955,117.0321,163.0,2021-01-08 06:45:07
21477726,-34.952,116.672,130.6,2020-11-23 06:57:34
21479720,-29.1343,129.8898,104.5,2020-11-23 06:07:58
21479864,-28.214,124.7719,120.0,2020-11-23 06:09:24
21484167,-25.2197,153.1096,128.8,2020-11-21 03:25:15
21484170,-25.178,153.2526,110.0,2020-11-21 03:25:15
21484175,-25.2087,153.0442,104.5,2020-11-21 03:25:15
21484181,-25.1864,153.0561,105.8,2020-11-21 03:25:15
21484184,-25.1797,153.0549,106.6,2020-11-21 03:25:15
21484188,-24.8134,153.251,131.4,2020-11-21 03:25:15
21484189,-24.8146,153.2433,112.5,2020-11-21 03:25:15
21484195,-24.7726,153.2123,101.0,2020-11-21 03:25:15
21484196,-24.766,153.2112,262.2,2020-11-21 03:25:15
21484197,-24.7671,153.2035,518.6,2020-11-21 03:25:15
21484426,-42.7638,145.9741,114.2,2020-11-21 03:20:58
21484437,-27.4948,142.0458,126.2,2020-11-21 03:25:15
21484438,-27.4955,142.0354,257.7,2020-11-21 03:25:15
21484439,-27.4696,142.0541,133.4,2020-11-21 03:25:15
21484440,-27.4702,142.0438,121.4,2020-11-21 03:25:15
21484442,-27.4734,141.9919,118.2,2020-11-21 03:25:15
21484445,-26.5506,151.3029,179.9,2020-11-21 03:25:15
21484448,-27.4894,142.0376,273.6,2020-11-21 03:25:15
21484585,-25.2217,153.108,131.1,2020-11-21 03:25:15
21484639,-25.1822,153.0494,124.4,2020-11-21 03:25:15
21484646,-25.1789,153.0488,124.4,2020-11-21 03:25:15
21484651,-25.1794,153.0449,124.4,2020-11-21 03:25:15
21484653,-25.1738,153.0598,131.1,2020-11-21 03:25:15
21484656,-25.1733,153.0637,131.1,2020-11-21 03:25:15
21484658,-25.1699,153.0631,131.1,2020-11-21 03:25:15
21484659,-25.1705,153.0592,131.1,2020-11-21 03:25:15
21484662,-25.1666,153.0625,180.4,2020-11-21 03:25:15
21484664,-25.1671,153.0586,180.4,2020-11-21 03:25:15
21484718,-24.8159,153.2455,112.8,2020-11-21 03:25:15
21484721,-24.8154,153.2494,132.1,2020-11-21 03:25:15
21484748,-24.7685,153.2057,174.2,2020-11-21 03:25:15
21484751,-24.7652,153.2051,174.2,2020-11-21 03:25:15
21484753,-24.7657,153.2013,174.2,2020-11-21 03:25:15
21484763,-27.4764,142.047,105.8,2020-11-21 03:25:15
21484764,-27.4634,142.0563,120.4,2020-11-21 03:25:15
21484766,-27.4676,141.9942,111.3,2020-11-21 03:25:15
21484769,-27.4423,142.0027,114.2,2020-11-21 03:25:15
21484770,-27.443,141.9923,152.1,2020-11-21 03:25:15
21484776,-27.4027,142.0412,103.1,2020-11-21 03:25:15
21484779,-27.3911,142.0299,116.0,2020-11-21 03:25:15
21484786,-27.3858,142.0318,104.1,2020-11-21 03:25:15
21484788,-27.362,142.0195,126.2,2020-11-21 03:25:15
21484789,-27.3627,142.0092,159.2,2020-11-21 03:25:15
21484790,-26.2581,152.4482,127.4,2020-11-21 03:25:15
21484827,-25.8543,151.0356,118.0,2020-11-21 03:25:15
21484831,-25.8558,151.037,121.4,2020-11-21 03:25:15
21484854,-25.608,152.0756,115.5,2020-11-21 03:25:15
21484856,-25.605,152.0762,105.2,2020-11-21 03:25:15
21484899,-25.3003,148.6019,127.6,2020-11-21 03:25:15
21484922,-25.002,147.7488,124.3,2020-11-21 03:25:15
21484948,-21.2728,145.5312,104.8,2020-11-21 03:26:40
21484962,-21.3562,140.6358,105.9,2020-11-21 03:26:40
21484980,-19.357,146.6404,130.0,2020-11-21 03:26:40
21484982,-19.3467,146.6551,171.7,2020-11-21 03:26:40
21485009,-18.4939,143.6861,121.4,2020-11-21 03:28:05
21485021,-17.9279,141.8793,113.3,2020-11-21 03:28:05
21485955,-27.4919,142.0429,136.6,2020-11-21 03:25:15
21486117,-26.2567,152.4459,130.1,2020-11-21 03:25:15
21488839,-25.2229,153.1109,120.8,2020-11-21 04:15:02
21488840,-25.2252,153.1015,125.3,2020-11-21 04:15:02
21488842,-25.2182,153.1046,120.8,2020-11-21 04:15:02
21488843,-25.2171,153.1091,120.8,2020-11-21 04:15:02
21488845,-25.2193,153.0999,125.3,2020-11-21 04:15:02
21488945,-24.7702,153.2085,120.4,2020-11-21 04:15:02
21488946,-24.7713,153.2038,120.4,2020-11-21 04:15:02
21488948,-24.7643,153.2068,120.4,2020-11-21 04:15:02
21488949,-24.7583,153.2052,191.6,2020-11-21 04:15:02
21488957,-24.762,153.2082,136.8,2020-11-21 04:15:02
21488959,-24.7631,153.2034,136.8,2020-11-21 04:15:02
21488960,-24.7572,153.2018,136.8,2020-11-21 04:15:02
21488961,-24.7583,153.1972,193.7,2020-11-21 04:15:02
21489303,-25.2324,153.0995,114.9,2020-11-21 04:15:02
21489306,-25.2185,153.1055,386.0,2020-11-21 04:15:02
21489307,-25.2207,153.0962,131.1,2020-11-21 04:15:02
21489312,-25.2345,153.1016,132.6,2020-11-21 04:15:02
21489314,-25.2205,153.1077,362.0,2020-11-21 04:15:02
21489315,-25.2228,153.0984,249.6,2020-11-21 04:15:02
21489325,-25.1826,153.0583,144.5,2020-11-21 04:15:02
21489342,-24.8223,153.2414,110.4,2020-11-21 04:15:02
21489346,-24.7654,153.2149,164.4,2020-11-21 04:15:02
21489347,-24.7678,153.2053,359.6,2020-11-21 04:15:02
21489349,-24.756,153.202,186.6,2020-11-21 04:15:02
21489351,-24.7715,153.2084,126.1,2020-11-21 04:15:02
21489352,-24.7596,153.205,422.2,2020-11-21 04:15:02
21489353,-24.7619,153.1956,189.8,2020-11-21 04:15:02
21489719,-29.2043,129.8574,159.6,2020-11-21 04:15:02
21489720,-29.2049,129.8472,125.6,2020-11-21 04:15:02
21489721,-29.2055,129.8371,127.5,2020-11-21 04:15:02
21489723,-29.1916,129.8663,111.1,2020-11-21 04:15:02
21489724,-29.1922,129.8563,154.5,2020-11-21 04:15:02
21489726,-29.1934,129.8362,211.2,2020-11-21 04:15:02
21489727,-29.194,129.8261,219.0,2020-11-21 04:15:02
21489731,-29.1959,129.8602,224.8,2020-11-21 04:15:02
21489732,-29.1966,129.8502,169.5,2020-11-21 04:15:02
21489733,-29.1973,129.8401,215.1,2020-11-21 04:15:02
21489734,-29.1979,129.83,367.1,2020-11-21 04:15:02
21489741,-28.2539,130.1439,117.7,2020-11-21 04:15:02
21489930,-27.4995,141.9914,105.5,2020-11-21 04:15:02
21489942,-27.4796,141.9875,100.1,2020-11-21 04:15:02
21489962,-27.3668,142.0141,171.2,2020-11-21 04:15:02
21489970,-25.5639,150.3251,161.7,2020-11-21 04:15:02
21489974,-25.5587,150.3267,185.0,2020-11-21 04:15:02
21490033,-25.3178,146.8689,123.8,2020-11-21 04:16:28
21490042,-25.0199,147.7297,118.1,2020-11-21 04:16:28
21490045,-25.0059,147.7544,216.6,2020-11-21 04:16:28
21490046,-25.0077,147.7457,119.0,2020-11-21 04:16:28
21490051,-25.0045,147.7172,121.8,2020-11-21 04:16:28
21490054,-25.0012,147.7256,122.5,2020-11-21 04:16:28
21490055,-25.0029,147.7167,117.2,2020-11-21 04:16:28
21490062,-24.6623,143.7337,148.3,2020-11-21 04:16:28
21490117,-19.3681,146.6299,136.4,2020-11-21 04:17:54
21490163,-18.4889,143.6844,100.7,2020-11-21 04:17:54
21490229,-15.5272,143.5342,237.8,2020-11-21 04:19:18
21490232,-15.5238,143.5353,130.9,2020-11-21 04:19:18
21490244,-15.1982,144.8205,106.0,2020-11-21 04:19:18
21490253,-14.5134,141.9491,237.7,2020-11-21 04:19:18
21490270,-16.4262,137.4248,105.0,2020-11-21 04:19:18
21490281,-15.6331,133.7783,157.1,2020-11-21 04:19:18
21490463,-29.1909,129.8284,114.5,2020-11-21 04:15:02
21490465,-29.1912,129.8233,114.5,2020-11-21 04:15:02
21490476,-29.1988,129.863,121.2,2020-11-21 04:15:02
21490477,-29.2008,129.8327,128.3,2020-11-21 04:15:02
21490484,-29.1928,129.8624,121.2,2020-11-21 04:15:02
21490489,-29.1948,129.8323,128.3,2020-11-21 04:15:02
21490490,-29.1951,129.8273,128.3,2020-11-21 04:15:02
21490968,-25.3194,146.8714,125.5,2020-11-21 04:16:28
21491811,-15.5287,143.5371,122.5,2020-11-21 04:19:18
21491812,-15.5247,143.5364,122.5,2020-11-21 04:19:18
21492078,-15.6307,133.7806,165.3,2020-11-21 04:19:18
21492986,-8.6375,118.9306,135.0,2020-11-21 05:11:56
21493041,-29.2058,129.8637,145.7,2020-11-21 05:06:15
21493042,-29.207,129.8558,428.1,2020-11-21 05:06:15
21493044,-29.201,129.8629,100.7,2020-11-21 05:06:15
21493055,-29.1877,129.8602,147.7,2020-11-21 05:06:15
21493060,-29.1835,129.843,113.8,2020-11-21 05:06:15
21493067,-28.2733,130.1714,141.1,2020-11-21 05:06:15
21493071,-28.2666,130.17,173.4,2020-11-21 05:06:15
21493072,-28.2679,130.162,172.1,2020-11-21 05:06:15
21493077,-28.2557,130.1514,287.5,2020-11-21 05:06:15
21493079,-28.2491,130.15,157.0,2020-11-21 05:06:15
21493150,-29.6784,123.792,140.8,2020-11-21 05:06:15
21493153,-29.6796,123.7941,130.3,2020-11-21 05:06:15
21493168,-28.7277,124.157,107.3,2020-11-21 05:06:15
21493170,-28.7197,124.1559,147.1,2020-11-21 05:06:15
21493171,-28.2712,125.7462,229.9,2020-11-21 05:06:15
21493177,-28.157,124.6703,144.8,2020-11-21 05:06:15
21493181,-26.0303,121.1505,180.2,2020-11-21 05:06:15
21493187,-26.0278,121.1426,198.5,2020-11-21 05:07:40
21493473,-25.321,153.131,127.3,2020-11-23 13:07:52
21493474,-25.326,153.103,212.1,2020-11-23 13:07:52
21493476,-25.306,153.127,102.7,2020-11-23 13:07:52
21493477,-25.312,153.099,102.5,2020-11-23 13:07:52
21493478,-25.292,153.123,167.8,2020-11-23 13:07:52
21493480,-25.32,153.125,226.3,2020-11-23 13:07:52
21493481,-25.325,153.098,164.1,2020-11-23 13:07:52
21493482,-25.306,153.122,142.6,2020-11-23 13:07:53
